TEXT,REACTION
Is this the final price or negotiable? 🧾,neutral
This is such a cozy store! 😍,positive
My shopping bag tore apart. 😤,negative
Thanks for the student discount! 🎉,positive
Can you check stock at another store? 🤔,neutral
There's no billing staff available. 😠,negative
This perfume smells amazing! 🛍️,positive
Is this item machine washable? 🧾,neutral
I need help choosing a gift. 📦,neutral
You’ve made my day! 😊,positive
Why is this shelf always empty? 😕,negative
I adore your window display! 😍,positive
The scanner is too slow. 😤,negative
Do you give carry bags for free? 🤔,neutral
This top fits perfectly! 🎉,positive
Can I get this altered here? 🧾,neutral
The music is too loud. 😠,negative
I'm definitely coming back! 😊,positive
Why is everything so disorganized? 😕,negative
What are today’s offers? 📦,neutral
The kids’ section is adorable! 😍,positive
I waited 15 minutes at the counter. 😤,negative
This was a pleasant surprise! 🎉,positive
Can I try these shoes on? 🤔,neutral
My voucher isn’t valid? 😠,negative
This jacket feels premium! 😊,positive
Where is the men's section? 🧾,neutral
I don't like the fabric. 😕,negative
These shelves are well organized. 😍,positive
That cashier was rude. 😠,negative
What are the membership perks? 📦,neutral
This is a steal deal! 🎉,positive
I need this in a bigger size. 🤔,neutral
There’s litter on the floor. 😤,negative
That scarf matches perfectly! 😊,positive
Is this outlet exclusive? 🧾,neutral
This isn’t the price listed online. 😕,negative
I love the staff's friendliness! 🛍️,positive
Your air conditioning is too low. 😠,negative
Thanks for the complimentary sample! 🎉,positive
Do you ship internationally? 🤔,neutral
Why is there no trial room here? 😤,negative
This discount made my day! 😊,positive
This size isn't available online. 📦,neutral
I can't believe how rude that staff was. 😠,negative
You have great seasonal sales! 🛍️,positive
Can I exchange without the bill? 🧾,neutral
This was such a waste of time. 😤,negative
What a lovely new collection! 😍,positive
Do you validate weekend parking? 🤔,neutral
That’s a fair price.,positive
Could you pack this separately?,neutral
Why is the billing system so slow?,negative
These jeans fit really well.,positive
Where can I find accessories?,neutral
This place is too crowded.,negative
Everything looks so fresh and clean.,positive
Can I collect this tomorrow?,neutral
You’ve run out of the new stock?,negative
I’m impressed with your eco-friendly bags.,positive
Can I use this coupon now?,neutral
This smells weird.,negative
Your return policy is amazing.,positive
What is the exchange policy?,neutral
Why is no one attending me?,negative
The lights make the display look stunning!,positive
Do you offer gift receipts?,neutral
This shelf is dusty.,negative
Great service as always!,positive
Is there a membership card?,neutral
The billing guy was rude.,negative
I enjoy shopping here with my kids.,positive
Can you hold this item for me?,neutral
Prices seem inflated.,negative
I love the seasonal decor here!,positive
Where’s the lift or escalator?,neutral
It took too long to find help.,negative
I found everything I needed!,positive
Can you show me the latest collection?,neutral
This shelf is messy.,negative
The fragrance section is beautiful.,positive
Are these prices inclusive of tax?,neutral
I didn’t receive the discount mentioned.,negative
That was a smooth checkout experience!,positive
Do you offer paper bags?,neutral
Why are there hidden charges?,negative
I liked the display near the entrance.,positive
Are there trial rooms on this floor?,neutral
You’re out of my favorite brand again?,negative
I always find something unique here!,positive
Can I pre-order this item?,neutral
The queue management is terrible.,negative
This is the perfect gift!,positive
Where’s the billing counter?,neutral
This shirt has a stain.,negative
I love the lighting in your store.,positive
What’s the expiry on this product?,neutral
The trolleys are broken.,negative
I’m so glad I found this!,positive
Do you have a mobile app?,neutral
Why is your website saying something else?,negative
That was fast delivery!,positive
How do I use this voucher code?,neutral
This billing slip is incorrect.,negative
Everything is neatly arranged.,positive
Can you suggest something in budget?,neutral
The air conditioning isn’t working.,negative
I’m happy with the packaging.,positive
Is this the best you can offer?,neutral
No parking space available?,negative
The billing queue was quick today!,positive
Can I get this delivered to another city?,neutral
This display isn’t attractive.,negative
You really maintain your store well.,positive
Can I buy now and pick up later?,neutral
There’s no sanitizer at the entrance.,negative
You guys are always stocked well!,positive
Can I speak to the store manager?,neutral
I received an expired product.,negative
I love your offers section!,positive
Is there an extra fee for COD?,neutral
The product is not as shown online.,negative
This is exactly what I came for!,positive
Are your stores open on holidays?,neutral
The floor is sticky.,negative
I’ll bring my friends next time!,positive
How do I apply for a loyalty card?,neutral
I was overcharged on this bill.,negative
The fragrance options are excellent!,positive
Where is the billing section?,neutral
No staff is responding.,negative
I’ll definitely shop here again.,positive
Can you update me if it’s back in stock?,neutral
I’ve been standing in line for too long.,negative
That was the best price in town!,positive
Where do I return an online order?,neutral
Why are there no trial rooms here?,negative
My experience was really smooth.,positive
Is the sale only for members?,neutral
The billing took too long.,negative
You always surprise me with variety!,positive
Can I pay through UPI?,neutral
The stock is not updated.,negative
This product looks amazing!,positive
What are the store hours?,neutral
No receipt was provided.,negative
I’ve got everything in one place.,positive
Do you charge for delivery?,neutral
The staff ignored my request.,negative
I really enjoyed shopping today.,positive
I love how the products are categorized.,positive
Can I get this gift-wrapped?,neutral
There’s a leak near the entrance.,negative
These lights make the store look bright.,positive
Is this on a buy-one-get-one offer?,neutral
The fitting room door is broken.,negative
Your billing was super quick!,positive
Can I scan this with the app?,neutral
The shelves are so dusty!,negative
Everything is so easy to find here.,positive
Do you guys sell home decor too?,neutral
Why is this aisle blocked?,negative
Love the fragrance section display!,positive
Can I combine two offers?,neutral
Staff seems too busy to help.,negative
This jacket is exactly my style.,positive
Are there any cashback options?,neutral
Why are your trolleys broken?,negative
The music selection is so calming.,positive
Do you do express billing?,neutral
No one responded at the counter.,negative
I had a pleasant experience here.,positive
Can you please check the stock?,neutral
The basket was dirty.,negative
This is the cutest kidswear ever.,positive
Is gift-wrapping chargeable?,neutral
The service desk is closed again.,negative
Your salespeople are so friendly.,positive
Can I get a printed invoice?,neutral
The shelves are empty again.,negative
You really care about customers!,positive
Where’s the lounge area?,neutral
There's litter on the floor.,negative
I love how the products are arranged.,positive
